Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089
ENSG00000284461.2,35.011,21.179,41.536,49.862,6.924,33.984
ENSG00000284463.1,0,0,0,0,0,0
ENSG00000284464.1,0,0,0,0,0,0
ENSG00000284465.1,0,0,0,0,0,0
ENSG00000284469.1,0,0,0,0,0,0
ENSG00000284471.1,0,0,0,0,1,0
ENSG00000284473.1,0,0,0,0,0,0
ENSG00000284474.1,0,0,0,0,0,0
ENSG00000284479.2,0,0,1,0,0,57.614
ENSG00000284481.1,0,0,0,0,0,0
ENSG00000284482.1,0,0,0,0,0,0
ENSG00000284484.1,0,0,0,0,0,0
ENSG00000284485.1,0,0,0,0,0,0
ENSG00000284488.1,0,0,0,0,0,0
ENSG00000284489.1,0,0,0,0,0,0
ENSG00000284490.1,0,0,0,0,0,0
ENSG00000284491.3,2.121,12.7,4.537,2.987,5.145,8.027
ENSG00000284498.1,0,0,0,0,0,0
ENSG00000284499.1,0,0,0,0,0,0
ENSG00000284500.3,0,1,0,0,0,0
ENSG00000284503.1,0,0,0,0,0,0
ENSG00000284505.1,0,0,0,5.762,0,0
ENSG00000284508.1,0,0,0,0,0,0
ENSG00000284512.1,4.22,4.317,10.83,1.419,1.075,2.162
ENSG00000284513.1,0,0,0,0,0,0
ENSG00000284516.1,0,0,0,0,0,0
ENSG00000284517.1,0,0,0,0,0,0
ENSG00000284518.1,0,0,0,0,0,0
ENSG00000284519.1,0,0,0,0,0,0
ENSG00000284520.1,0,0,0,0,0,0
ENSG00000284522.1,0,0,0,0,0,0
ENSG00000284523.2,5,6,8,0,0,3.008
ENSG00000284525.1,0,0,0,0,0,0
ENSG00000284526.2,33.75,8.664,12.769,112.772,37.894,52.115
ENSG00000284532.1,0,0,0,0,0,0
ENSG00000284534.1,0,2,6,0,0,6
ENSG00000284535.1,0,0,0,0,0,0
ENSG00000284536.1,0,0,0,0,0,0
ENSG00000284538.1,0,0,0,0,0,0
ENSG00000284540.1,76.772,94.674,214.774,180.728,147.337,76.168
ENSG00000284541.1,0,0,0,0,0,0
ENSG00000284542.1,0,0,0,0,0,0
ENSG00000284543.1,30.111,5.537,14,18,31,36
ENSG00000284544.1,0,0,0,0,0,0
ENSG00000284546.2,0,0,0,0,0,0
ENSG00000284547.1,0,0,0,0,0,0
ENSG00000284550.1,0,0,0,0,0,0
ENSG00000284553.1,0,0,0,0,0,0
ENSG00000284554.2,0,0,0,0,0,0
ENSG00000284558.1,0,0,0,0,0,0
ENSG00000284564.1,0,0,0,0,0,0
ENSG00000284565.1,0,0,0,0,0,0
ENSG00000284567.1,0,0,0,0,0,0
ENSG00000284568.1,0,0,0,0,0,0
ENSG00000284570.1,0,0,0,0,0,0
ENSG00000284572.1,0,0,0,0,0,0
ENSG00000284574.1,0,0,0,0,0,0
ENSG00000284575.1,0,0,0,0,0,0
ENSG00000284583.1,0,0,0,0,0,0
ENSG00000284584.1,0,0,0,0,0,0
ENSG00000284585.1,0,0,0,0,0,0
ENSG00000284586.1,0,0,0,0,0,0
ENSG00000284587.1,0,0,0,0,0,0
ENSG00000284591.1,0,0,0,0,0,0
ENSG00000284592.2,0,0,0,0,0,0
ENSG00000284594.1,0,0,0,0,0,0
ENSG00000284595.1,0,0,0,0,0,0
ENSG00000284596.1,0,0,0,0,0,0
ENSG00000284600.1,0,0,0,1,0,0
ENSG00000284601.1,1,0,0,0,0,0
ENSG00000284602.1,34.642,49.204,54.521,30.678,13.996,16.057
ENSG00000284603.1,0,0,0,0,0,0
ENSG00000284604.1,0,13.771,3.657,0,0,1
ENSG00000284605.1,0,0,0,0,0,0
ENSG00000284606.1,34.049,36.533,59.069,7.319,14.763,11.471
ENSG00000284607.1,3,5,4,0,0,0
ENSG00000284608.1,9.687,19.298,12.67,1.741,0,3
ENSG00000284609.2,0,0,0,0,0,0
ENSG00000284610.2,0,0,0,0,0,0
ENSG00000284611.1,0,0,0,0,0,0
ENSG00000284612.2,0,1,3,2,2,4
ENSG00000284613.1,0,0,0,0,0,0
ENSG00000284614.1,0,0,0,0,0,0
ENSG00000284615.1,0,0,0,0,0,0
ENSG00000284616.1,0,0,0,0,1,0
ENSG00000284617.1,0,0,0,0,0,0
ENSG00000284618.1,6.145,13.543,13.134,5.026,8.005,1.002
ENSG00000284619.1,0,0,0,1,0,0
ENSG00000284620.3,0,0,0,0,0,0
ENSG00000284621.1,0,0,0,0,0,0
ENSG00000284622.2,0,0,0,0,0,0
ENSG00000284623.1,0,0,0,0,0,0
ENSG00000284624.1,109.622,128.435,181.408,134.185,116.656,79.664
ENSG00000284625.1,0,0,0,0,0,0
ENSG00000284626.1,3.575,5.868,0,3.915,15.873,0
ENSG00000284627.1,0,0,0,0,0,0
ENSG00000284628.1,0,0,0,0,0,0
ENSG00000284629.1,0,0,0,0,0,0
ENSG00000284630.1,9.215,6,2.516,0,0,0
ENSG00000284631.2,0,0,0,0,0,0
ENSG00000284632.1,0,0,0,0,0,0
ENSG00000284633.2,1,7,1,24,7,3
ENSG00000284634.1,34.684,45.079,59.528,17.603,24.573,30.204
ENSG00000284635.2,0,0,0,0,0,0
ENSG00000284636.1,0,0,0,0,0,0
ENSG00000284637.1,0,0,0,0,0,0
ENSG00000284638.2,0,0,0,0,0,0
ENSG00000284639.1,1,2.396,0,0,1.976,0
ENSG00000284640.1,0,3,5,0,0,0
ENSG00000284641.1,0,0,0,0,0,0
ENSG00000284642.1,2,0,5,7,2,0
ENSG00000284643.1,0,0,0,0,0,0
ENSG00000284644.1,16.581,16.835,18.097,12.383,34.225,5.292
ENSG00000284645.1,3,0,0,0,0,0
ENSG00000284646.1,0,0,0,0,0,0
ENSG00000284648.1,0,0,0,0,0,0
ENSG00000284649.3,0,0,0,0,0,2.19
ENSG00000284650.1,0,0,0,0,0,0
ENSG00000284651.1,0,0,0,0,0,0
ENSG00000284652.1,1,0,0,0,0,2
ENSG00000284653.1,0,0,0,0,0,0
ENSG00000284654.1,0,0,0,0,0,0
ENSG00000284655.1,0,0,0,0,0,0
ENSG00000284656.1,0,0,2,0,0,2
ENSG00000284657.1,0,2,0,0,0,0
ENSG00000284659.1,0,0,0,0,0,0
ENSG00000284660.1,0,0,0,0,0,0
ENSG00000284661.1,0,0,0,0,0,0
ENSG00000284663.1,0,0,0,0,0,0
ENSG00000284664.1,2,1,4,2,0.938,1
ENSG00000284665.1,0,0,0,0,0,0
ENSG00000284666.1,0,0,0,0,0,0
ENSG00000284667.1,0,0,0,0,0,0
ENSG00000284668.2,0,0,0,0,0,0
ENSG00000284669.1,2,1,6,2,1,2
ENSG00000284670.1,0,0,0,0,0,0
ENSG00000284671.1,0,0,0,0,0,0
ENSG00000284672.1,3.259,2.253,8.342,0,0,0
ENSG00000284673.1,0,0,0,0,0,0
ENSG00000284674.1,0,0,0,0,0,0
ENSG00000284675.1,0,0,0,0,0,0
ENSG00000284676.1,0,0,0,0,0,0
ENSG00000284677.1,0,0,0,0,0,0
ENSG00000284678.1,0,0,0,0,0,1
ENSG00000284679.1,0,0,0,0,0,0
ENSG00000284680.3,0,0,0,0,0,0
ENSG00000284682.1,0,0,0,0,0,0
ENSG00000284684.1,0,0,0,0,0,0
ENSG00000284685.2,5,3,5,4,4,3
ENSG00000284686.1,22.944,8.862,24.054,3.016,5.906,2.711
ENSG00000284687.1,0,0,0,0,0,0
ENSG00000284688.1,0,0,0,0,0,0
ENSG00000284689.1,0,0,0,0,0,0
ENSG00000284690.3,0,0,0,0,0,0
ENSG00000284691.1,51,26,20,26.208,32,17
ENSG00000284692.2,23,25,46,0,0,0
ENSG00000284693.2,2,3,1,5,1,1
ENSG00000284694.1,0,0,0,0,1,0
ENSG00000284695.1,4.275,0,0,1,0,0
ENSG00000284696.2,0,0,0,0,0,0
ENSG00000284697.1,1.182,0,0,0,2.253,2.089
ENSG00000284698.1,0,0,0,0,0,0
ENSG00000284699.1,0,0,0,0,0,0
ENSG00000284700.2,0,0,0,0,0,0
ENSG00000284701.1,72.313,60.702,104.684,8.259,3,9
ENSG00000284702.1,0,0,2,0,0,0
ENSG00000284703.1,8.698,7.742,40.748,12.074,31.337,9.568
ENSG00000284704.1,0,0,0,0,0,0
ENSG00000284705.1,2.001,0,3,4,1,0
ENSG00000284706.1,0,0,0,0,0,0
ENSG00000284707.2,138.887,173.426,135.448,146.228,154.558,134.496
ENSG00000284708.1,0,0,1,1,0,1
ENSG00000284709.1,0,0,0,1,3,1
ENSG00000284710.1,0,0,0,0,0,0
ENSG00000284711.1,0,0,0,0,0,0
ENSG00000284713.2,2,1.791,8,2,0,2
ENSG00000284715.1,0,0,0,0,0,0
ENSG00000284716.1,0,0,0,2,0,0
ENSG00000284717.1,0,0,0,0,0,1
ENSG00000284718.1,0,0,0,0,0,0
ENSG00000284719.3,2,0,1,5,1,7
ENSG00000284720.1,0,0,0,0,0,0
ENSG00000284721.1,10,4.054,15.851,9.005,6,0
ENSG00000284722.2,1.306,8.014,13.384,2.836,0,1
ENSG00000284723.2,0,0,0,0,0,0
ENSG00000284724.1,0,1.64,0,0,0,0
ENSG00000284725.1,0,0,0,0,0,0
ENSG00000284726.1,4.852,8.042,10,10.809,5.899,5.806
ENSG00000284727.2,5.907,0,8.566,0,1.38,0
ENSG00000284728.1,0,0,0,0,0,0
ENSG00000284730.2,0,1,0,0,2,0
ENSG00000284731.1,0,2,0,0,0,0
ENSG00000284732.1,0,0,0,0,0,0
ENSG00000284733.2,0,0,0,0,0,0
ENSG00000284734.1,28.533,51.918,49.377,49.82,49.036,25.289
ENSG00000284735.1,12.815,4.016,14.022,6.044,5.017,5.952
ENSG00000284736.1,0,0,0,0,0,0
ENSG00000284738.2,0,4,2,0,0,1
ENSG00000284739.1,0,0,0,0,0,0
ENSG00000284740.3,0,0,0,0,0,0
ENSG00000284742.1,0,0,0,0,0,0
ENSG00000284743.1,0,0,0,0,0,0
ENSG00000284744.1,8,9.966,17,13.886,9.738,7.228
ENSG00000284745.1,0,0,1,0,0,0
ENSG00000284746.1,0,0,0,0,0,0
ENSG00000284747.1,10,19,35.876,6,10.945,6
ENSG00000284748.1,0,0,0,0,0,0
ENSG00000284753.2,235,229,209,293,241,207
ENSG00000284762.1,0,0,0,0,0,0
ENSG00000284763.1,0,0,0,0,0,0
ENSG00000284770.2,585.886,684.31,744.919,322.772,268.284,371.295
ENSG00000284772.1,1.942,0,2.251,0,3.665,0
ENSG00000284773.1,4.028,3,4,8.5,0,3.794
ENSG00000284776.1,119.948,136.069,169.805,75.43,53.474,48.009
ENSG00000284779.3,0,0,1.832,0,0,0
ENSG00000284783.2,0,0,0,0,0,0
ENSG00000284788.1,0,0,0,0,0,0
ENSG00000284791.2,0,0,0,0,0,0
ENSG00000284797.2,3,2,9,15,0,9
ENSG00000284800.2,0,2,0,1,0,0
ENSG00000284803.1,1.016,0,0,0,0,0
ENSG00000284808.1,0,0,0,0,0,0
ENSG00000284809.1,0,0,0,0,0,0
ENSG00000284820.1,38.966,21.746,96.77,71.511,47.578,12.117
ENSG00000284823.1,0,1,0,0,2,1
ENSG00000284825.1,3,0,0,0,0,0
ENSG00000284829.1,0,0,0,0,0,0
ENSG00000284830.1,4,2,0,2,2,1
ENSG00000284834.1,0,0,0,0,0,0
ENSG00000284837.1,29,13,35,0,3.002,12.501
ENSG00000284839.1,0,0,0,0,0,0
ENSG00000284840.1,0,0,0,0,0,0
ENSG00000284842.1,0,3.795,0,1.582,1.517,0
ENSG00000284844.2,5.562,5.695,0,0,5.935,0
ENSG00000284846.1,0,0,0,0,0,0
ENSG00000284847.1,0,0,0,0,0,0
ENSG00000284848.2,10.99,12,17.009,3.769,10,7.837
ENSG00000284858.1,0,0,0,0,0,0
ENSG00000284862.3,6,12,6.537,7,5.04,5.67
ENSG00000284873.1,0,0,0,0,0,0
ENSG00000284874.1,82.037,0,0,18.76,5.607,0
ENSG00000284876.1,0,0,0,0,0,0
ENSG00000284879.1,30.464,12.394,46.512,0,9.026,27.085
ENSG00000284882.2,6,1,6,1,9,3
ENSG00000284883.2,0,0,2,1,0,0
ENSG00000284892.1,0,0,0,0,0,0
ENSG00000284895.1,0,0,0,0,0,0
ENSG00000284902.1,5,5,6,0,3,0
ENSG00000284906.3,393.377,397.656,534.077,200.326,183.696,122.472
ENSG00000284914.1,0,0,0,0,0,0
ENSG00000284917.1,0,0,0,0,0,0
ENSG00000284922.2,23.077,19.719,40.736,17.245,5.712,2.332
ENSG00000284928.1,0,1,0,1,0,3
ENSG00000284930.1,0,0,0,0,0,1
ENSG00000284931.1,36.205,0,0,209.81,12.624,0
ENSG00000284932.1,0,0,0,0,0,0
ENSG00000284934.2,0,0,0,0,0,0
ENSG00000284946.1,760.1,1050.929,1218.724,470.486,606.702,521.407
ENSG00000284948.1,1.017,11.869,5.338,4.523,0,3
ENSG00000284951.1,0,0,0,0,0,0
ENSG00000284952.1,4.368,0,2.911,5.918,0,0
ENSG00000284954.1,21.414,23.738,21.252,1,1,1
ENSG00000284956.1,0,0,4.269,2.908,0,0
ENSG00000284957.1,0,0,0,0,0,0
ENSG00000284959.3,127.537,151.466,213.984,142.299,152.073,86.699
ENSG00000284964.1,0,0,0,0,0,0
ENSG00000284966.3,0,1,1.005,2,0,3
ENSG00000284968.1,15.859,17.549,34,50.797,21.806,44
ENSG00000284969.1,21.511,16.435,17.302,1.199,16.318,23.942
ENSG00000284976.2,0,19.342,0,0,0,0
ENSG00000284977.3,3,9.161,10.282,2.556,5,4.953
ENSG00000284981.2,0,0,0,0,0,9.273
ENSG00000284985.1,0,0,0,0,0,0
ENSG00000284986.1,0,0,0,0,0,0
ENSG00000284987.1,0,1,0,0,2,0
ENSG00000284988.1,0,0,0,0,0,0
ENSG00000284989.1,7.431,0,0,0,0,0
ENSG00000284994.1,0,0,0,0,0,0
ENSG00000284999.1,0,0,0,0,0,0
ENSG00000285000.1,0,123.025,67.239,78.825,70.335,102.775
ENSG00000285006.1,0,0,0,3.17,0,0
ENSG00000285010.2,0,0,0,0,0,0
ENSG00000285012.1,0,0,0,0,0,0
ENSG00000285016.1,0,0,0,0,0,0
ENSG00000285018.1,0,0,1,0,0,0
ENSG00000285020.1,0,0,0,0,0,0
ENSG00000285025.1,0,8.605,0,0,0,0
ENSG00000285030.1,0,0,0,0,0,0
ENSG00000285035.3,0,0,3.948,0,0,0
ENSG00000285040.1,0,0,0,0,0,0
ENSG00000285041.1,0,0,0,0,0,0
ENSG00000285042.1,4,0,0,0,0,0
ENSG00000285043.3,57.689,100.609,50.79,44.15,89.394,20.237
ENSG00000285045.1,0,0,0,0,0,0
ENSG00000285051.2,66.855,103.25,119.3,112.134,48.076,50.762
ENSG00000285053.1,116.802,158.427,200.024,132.686,101.864,90.73
ENSG00000285057.1,0,0,0,0,0,0
ENSG00000285062.1,0,0,0,0,0,0
ENSG00000285064.2,0,0,0,0,0,0
ENSG00000285068.1,0,0,0,0,0,0
ENSG00000285077.4,134.514,250.016,288.439,170.317,127.777,111.027
ENSG00000285079.1,0,0,0,0,0,0
ENSG00000285080.1,0,1,0,0,0,0
ENSG00000285081.1,2,9,9,14,16,9
ENSG00000285082.3,4.826,0,0,0,0,0
ENSG00000285085.1,6.415,4.522,3.944,0,0,0
ENSG00000285090.1,0,2,7,0,1,0
ENSG00000285091.1,2,5.954,7,0,1,1
ENSG00000285094.1,0,0,0,0,0,0
ENSG00000285095.2,4,1,0,0,0,1
ENSG00000285100.1,0,0,0,0,0,0
ENSG00000285102.1,0,0,0,0,0,0
ENSG00000285103.2,65.985,22.274,54.805,22.941,16.242,21
ENSG00000285108.1,0,0,1,0,2,0
ENSG00000285115.1,0,0,0,0,0,0
ENSG00000285116.1,0,0,0,0,0,0
ENSG00000285117.1,0,0,0,0,0,0
ENSG00000285122.1,0,0,0,0,0,0
ENSG00000285128.1,0,4,6,0,0,1
ENSG00000285130.2,13.635,86.804,84.266,27.967,6.213,3.63
ENSG00000285133.1,0,0,0,0,0,0
ENSG00000285135.1,0,0,0,0,0,0
ENSG00000285142.1,0,0,0,0,0,0
ENSG00000285144.1,0,0,0,0,0,0
ENSG00000285151.1,0,0,0,0,2,0
ENSG00000285155.1,10.777,12.375,18.89,1.424,7.507,5.015
ENSG00000285159.1,12,9,22,3,0,6
ENSG00000285160.1,0,0,7.177,0,0,0
ENSG00000285163.1,0,0,0,0,0,0
ENSG00000285165.1,0,0,0,0,0,0
ENSG00000285169.2,0,0,0,0,0,0
ENSG00000285171.1,1,2,0,0,0,0
ENSG00000285177.1,2,0,5,0,0,0
ENSG00000285179.1,0,0,0,0,0,0
ENSG00000285184.5,18.004,32.134,25.994,10.872,6,10
ENSG00000285188.1,0,30.163,44.578,0,13.1,0
ENSG00000285190.1,12,3,5,17,6,8
ENSG00000285191.1,0,0,0,0,0,0
ENSG00000285201.1,0,0,0,0,0,0
ENSG00000285205.2,0,0,0,0,0,0
ENSG00000285210.1,0,0,0,1,0,0
ENSG00000285212.2,2,5,7,6,7,6
ENSG00000285215.3,0,0,1.001,0,0,0
ENSG00000285216.1,14.305,5.833,2.578,0,0,0
ENSG00000285218.1,0,5.813,5.077,0,0,1.23
ENSG00000285219.4,92.342,107.967,175.063,50.48,78.087,39.002
ENSG00000285220.1,0,0,0,1,0,0
ENSG00000285228.1,0,0,0,0,0,0
ENSG00000285230.3,147.996,203.337,265.85,118.048,89.001,81
ENSG00000285231.2,2,0,1,0,0,0
ENSG00000285237.1,0,0,0,0,0,0
ENSG00000285238.2,30.609,0,41.106,0,0,11.104
ENSG00000285239.1,0,0,0,0,0,0
ENSG00000285244.1,18,0,11,0,1,0
ENSG00000285245.1,4.731,0,0,6.373,0,0
ENSG00000285253.1,10.463,3.917,6.421,0,29.682,0
ENSG00000285254.2,0,0,0,0,0,0
ENSG00000285257.1,3,5,3,4.4,6,0
ENSG00000285268.1,0,0,0,0,0,0
ENSG00000285269.2,6.228,1.803,8.148,3.793,3.464,1.58
ENSG00000285278.1,42,38,46,29,20,32
ENSG00000285280.2,2,1,7,1,2,2
ENSG00000285283.1,0,0,0,9.294,0,0
ENSG00000285287.1,0,0,0,15,5,2
ENSG00000285292.1,561.842,737.867,640.811,358.479,445.032,274.124
ENSG00000285294.1,21,43.941,58.954,94.233,97.892,80.797
ENSG00000285300.1,0,0,0,0,0,0
ENSG00000285303.1,0,0,0,0,1,0
ENSG00000285304.1,48.172,88.552,29.951,31.715,15.267,57.434
ENSG00000285314.1,23.254,4.104,0,25.785,0,0
ENSG00000285323.1,0,0,1.537,0,1.913,0
ENSG00000285325.1,0,0,0,0,0,0
ENSG00000285329.1,0,4,3,0,1,1
ENSG00000285330.1,44.84,5.365,0,21.752,18.118,3.186
ENSG00000285331.2,137.511,123.904,141.33,107.166,84.476,107.099
ENSG00000285336.1,0,0,0,0,0,1
ENSG00000285338.1,9.189,0,1.974,1.594,0,0
ENSG00000285347.1,1,0,0,0,0,0
ENSG00000285354.1,1,1,2,0,0,0
ENSG00000285361.1,0,0,0,0,0,0
ENSG00000285366.1,0,0,0,0,0,0
ENSG00000285367.3,3,0,0,0,0,0
ENSG00000285373.3,7,11,7,2,0,0
ENSG00000285374.1,0,0,0,0,1,0
ENSG00000285382.1,7.586,15.906,9.711,0,0,0
ENSG00000285388.1,0,0,0,0,0,0
ENSG00000285398.1,0,0,0,0,0,0
ENSG00000285401.1,2,1,0,0,0,0
ENSG00000285402.1,0,0,0,0,4.007,1.001
ENSG00000285404.1,0,0,0,0,0,0
ENSG00000285405.1,0,0,0,0,0,0
ENSG00000285407.1,4,9,6.001,8,3,10
ENSG00000285409.1,0,0,0,0,0,0
ENSG00000285410.1,167,151,183,147,188,139
ENSG00000285412.2,0,0,0,0,0,0
ENSG00000285413.1,0,0,0,0,0,1
ENSG00000285416.1,0,0,1,0,0,0
ENSG00000285417.1,27,7.008,9,15.995,17,10.001
ENSG00000285420.1,0,0,0,0,0,0
ENSG00000285424.1,1,2,7,10,4,10
ENSG00000285427.1,16,15,17,2,4,1
ENSG00000285437.2,402.376,575.174,672.678,831.532,461.735,412.27
ENSG00000285444.1,14.428,2.154,14.961,12.401,6.626,9.609
ENSG00000285445.1,0,0,0,0,0,0
ENSG00000285446.1,12.361,0,0,0,0,0
ENSG00000285448.1,0,0,0,0,0,0
ENSG00000285454.1,0,0,0,0,0,0
ENSG00000285458.1,43.671,43.922,82.961,60.421,44.954,23.49
ENSG00000285462.1,0,0,0,0,0,0
ENSG00000285467.1,1,0,0,0,0,0
ENSG00000285470.1,0,0,0,0,0,0
ENSG00000285471.1,0,3.549,0,0,0,0
ENSG00000285472.1,0,0,0,0,0,0
ENSG00000285473.1,0,0,0,0,0,0
ENSG00000285480.2,0,2.025,0,0,0,0
ENSG00000285483.1,0,0,0,0,0,0
ENSG00000285486.1,0,3,2.305,0,5.639,0
ENSG00000285491.1,0,0,0,0,0,0
ENSG00000285492.2,0,0,0,3,1,0
ENSG00000285498.1,0,0,0,0,0,1
ENSG00000285505.1,0,0,1.011,1.012,1.011,0
ENSG00000285508.1,114.195,137.877,63.796,40.563,16.794,9.906
ENSG00000285509.1,5.435,7.552,6.282,1.613,19.123,5.64
ENSG00000285513.1,0,0,0,0,0,0
ENSG00000285517.1,8,8.197,20.938,24.026,19,10
ENSG00000285518.1,3,3,10,0,5,1
ENSG00000285519.1,0,0,0,0,0,0
ENSG00000285520.1,0,0,0,0,0,0
ENSG00000285521.1,0,0,0,0,0,0
ENSG00000285522.1,0,0,0,0,0,0
ENSG00000285523.1,0,5,0,0,4,0
ENSG00000285524.1,0,0,0,0,0,0
ENSG00000285525.1,0,0,0,0,0,0
ENSG00000285526.1,0,0,8.011,0,0,6.86
ENSG00000285527.1,2,5,4,1,4,2
ENSG00000285528.1,0,0,0,0,2,0
ENSG00000285529.1,4,5,6,0,0,0
ENSG00000285530.1,29,23.291,12.338,10,16.993,4
ENSG00000285531.1,7.769,19.196,14.262,14.41,7.096,9.066
ENSG00000285532.2,0,0,0,0,0,0
ENSG00000285533.4,38,57.001,56.001,33,48,36.001
ENSG00000285534.1,3,0,0,0,0,0
ENSG00000285535.2,0,0,0,0,1,0
ENSG00000285536.1,0,0,0,0,0,0
ENSG00000285537.1,0,0,0,0,0,0
ENSG00000285538.1,0,0,0,0,0,0
ENSG00000285539.1,0,0,0,0,0,0
ENSG00000285540.1,30.824,30.068,39.579,41.305,19.184,18.022
ENSG00000285541.1,28,16.997,25,17,18.976,11
ENSG00000285542.1,70.177,22.309,1.539,21.281,6.239,7.381
ENSG00000285543.1,1,3,2,0,0,0
ENSG00000285544.1,0,0,4,0,0,2
ENSG00000285545.1,0,0,1,0,0,0
ENSG00000285547.1,1.889,1.371,0,1.328,7.189,0
ENSG00000285548.1,0,0,0,0,0,0
ENSG00000285549.1,0,0,0,0,0,0
ENSG00000285550.1,0,0,0,0,0,0
ENSG00000285551.2,0,0,0,0,1,1
ENSG00000285552.1,0,0,0,0,0,3
ENSG00000285553.1,0,0,0,0,0,0
ENSG00000285554.1,0,0,0,0,0,0
ENSG00000285555.1,0,0,0,1,6,0
ENSG00000285556.1,0,0,0,0,0,0
ENSG00000285557.1,0,0,0,0,0,0
ENSG00000285558.1,0,0,0,0,3,0
ENSG00000285559.1,0,0,0,0,0,0
ENSG00000285560.1,0,0,0,0,0,0
ENSG00000285561.1,0,0,1,0,0,3
ENSG00000285562.1,0,0,0,0,1,0
ENSG00000285563.1,6,8.002,10.344,8.017,5.001,2
ENSG00000285564.2,10,12,11.062,3,13.997,15
ENSG00000285565.1,159.533,624.014,302.176,166.871,168.075,573.294
ENSG00000285566.2,0,0,0,0,0,0
ENSG00000285567.2,0,3,4,3,5,2
ENSG00000285568.1,0,0,0,0,0,0
ENSG00000285569.4,0,0,0,0,0,0
ENSG00000285570.1,0,0,0,0,0,0
ENSG00000285571.1,18,35,30,6,5,1
ENSG00000285572.2,40.001,62.987,105.416,77.996,91.966,49.115
ENSG00000285573.1,0,0,0,0,0,0
ENSG00000285575.1,0,0,0,0,0,0
ENSG00000285576.2,0,0,0,0,0,0
ENSG00000285577.1,12.192,11.974,23.989,30.457,11.607,14
ENSG00000285578.1,0,0,0,0,0,0
ENSG00000285579.1,0,0,2,8,11,1.068
ENSG00000285580.1,1,3,0,0,0,0
ENSG00000285581.1,3,3,9,7.029,0,10
ENSG00000285582.1,12.035,29.002,25.696,29.747,5.74,9.194
ENSG00000285583.1,0,1.25,3.555,2.105,1.888,4.83
ENSG00000285584.4,0,0,1,0,0,0
ENSG00000285585.1,0,0,0,0,0,0
ENSG00000285586.1,0,0,0,2,0,0
ENSG00000285587.1,0,0,0,0,0,0
ENSG00000285588.1,0,0,0,0,0,0
ENSG00000285589.1,347.058,330.465,450.734,208.341,172.204,186.178
ENSG00000285590.1,0,0,0,0,0,0
ENSG00000285591.1,0,1,1,0,1,0
ENSG00000285592.1,0,0,0,0,0,0
ENSG00000285593.1,0,0,0,0,0,0
ENSG00000285594.1,0,0,1,0,0,0
ENSG00000285595.1,0,0,0,0,0,0
ENSG00000285596.1,34.968,35.883,82.372,45.218,21.109,27.239
ENSG00000285597.1,0,0,0,0,0,0
ENSG00000285598.1,0,0,0,0,0,0
ENSG00000285599.1,0,2,0,0,0,0
ENSG00000285600.2,1,0,0,7,0,1
ENSG00000285601.1,3,1,0,0,1,3
ENSG00000285602.1,7.065,23.081,17.312,0,0,0
ENSG00000285603.1,0,0,0,0,1,0
ENSG00000285604.1,0,0,0,0,0,0
ENSG00000285605.1,0,0,0,0,0,0
ENSG00000285606.1,0,0,0,2,2,0
ENSG00000285607.1,0,0,0,0,0,0
ENSG00000285608.1,0,0,3,0,0,0
ENSG00000285609.1,0,0,0,0,0,0
ENSG00000285610.1,0,0,0,0,0,0
ENSG00000285611.2,0,0,0,0,0,0
ENSG00000285612.1,0,0,0,1,0,0
ENSG00000285613.1,0,0,0,0,0,0
ENSG00000285614.1,2,2,6,4,10,7
ENSG00000285615.1,0,0,0,0,0,0
ENSG00000285616.1,0,0,1,0,0,0
ENSG00000285618.1,0,0,1,0,0,0
ENSG00000285619.1,0,0,0,0,0,0
ENSG00000285620.1,0,0,0,0,0,0
ENSG00000285621.1,0,0,0,0,0,0
ENSG00000285622.2,0,3.129,0,3.261,0,0
ENSG00000285623.1,0,0,0,0,0,0
ENSG00000285624.2,0,1,2,0,0,0
ENSG00000285625.1,14.102,12.72,20.5,7.119,6.994,2.611
ENSG00000285626.1,0,0,0,0,0,0
ENSG00000285627.1,0,0,1,0,0,1
ENSG00000285628.1,42.679,9.028,85.103,48.169,8.691,51.858
ENSG00000285629.1,0,0,0,0,0,0
ENSG00000285630.1,1,0,1,3,2,0
ENSG00000285631.1,0,0,0,0,0,0
ENSG00000285632.1,0,0,0,2,0,0
ENSG00000285633.1,2,4,2,4,7.831,4
ENSG00000285634.3,52.911,39.955,57.97,69.951,51.039,16.507
ENSG00000285635.1,0,1.16,2.599,16.987,8.93,6.989
ENSG00000285636.2,0,0,2,3,0,0
ENSG00000285637.2,0,0,0,0,3,0
ENSG00000285638.1,0,0,1,0,0,0
ENSG00000285639.1,1,0,0,0,0,0
ENSG00000285640.1,0,0,0,0,0,0
ENSG00000285641.1,0,43.924,25.699,8.236,7.083,9.842
ENSG00000285642.1,0,0,0,0,0,0
ENSG00000285643.1,0,0,0,0,0,0
ENSG00000285644.1,13.531,17.415,25.443,34,20.874,13.999
ENSG00000285645.1,0,0,0,0,0,0
ENSG00000285646.2,742,264.001,575.075,247.914,532.987,669.999
ENSG00000285647.1,0,0,0,0,0,0
ENSG00000285648.1,0,0,0,0,0,0
ENSG00000285649.1,0,0,0,0,0,0
ENSG00000285650.1,2,1,8,9,1,0
ENSG00000285651.1,1,2,3,1,1,1
