Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,CTB_1st_734,CTB_1st_738,CTB_1st_750,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089,EVT_1st_1094,EVT_1st_1096,EVT_1st_1097
ENSG00000249892.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249893.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249894.1,21.87,12.954,33.614,18.981,26.903,20.458,11.09,6.974,7.002,6.616,12.657,8.031
ENSG00000249896.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249898.10,31.099,40.004,64.885,66.002,48.002,56.165,40,19.928,30,45.002,20.037,15
ENSG00000249899.6,0,0,0,0,0,0,1,5,0,0,0,2
ENSG00000249901.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249904.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249906.1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000249908.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000249909.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249910.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249912.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249915.9,2263.249,2640.777,2831.014,2278.462,2912.957,2028.281,3242.31,3469.393,2968.345,2610.945,3345.228,3061.273
ENSG00000249916.1,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000249917.3,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000249919.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249920.2,0,0,0,0,0,1,1,0,0,0,0,2
ENSG00000249921.2,2,1,3,14,8,1,6,8,6,10,5,5
ENSG00000249923.1,5,5,5.023,2,4.022,4,1,2.009,10.03,1.004,4,1
ENSG00000249924.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249926.2,0,0,0,0,0,0,0,0,0,0,0,5.004
ENSG00000249927.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249928.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249930.1,0,3,0,0,0,0,1,0,0,0,0,5
ENSG00000249931.5,8.576,1.926,8.896,11.743,2.306,29.798,1.047,13.262,3.192,0,2.5,7.449
ENSG00000249934.2,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000249936.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249937.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249941.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249942.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000249943.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249944.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249945.2,0,0,0,1,1,2,0,0,0,0,0,0
ENSG00000249947.2,0,1,1,1,0,0,0,0,0,0,0,0
ENSG00000249948.7,2,0,0,1,0,0,3,5,0,13,1,2
ENSG00000249950.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249951.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249955.2,9,0,0,0,0,0,0,0,1,0,1,0
ENSG00000249956.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249958.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249959.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249960.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249961.10,4,3,9.017,10.457,2,5.115,0,2.03,5,4,6.115,11.001
ENSG00000249963.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249965.2,1,0,5,0,0,0,1,2,0,3,3,2
ENSG00000249966.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249967.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249970.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249971.1,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000249973.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000249975.1,0,0,0,0,0,0,0,3,18,10,7,2
ENSG00000249976.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249977.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249978.1,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000249981.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249982.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249984.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249985.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249986.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249987.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000249988.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249990.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249992.2,18,2,3,4,18,4,6,2,3,10,4,11
ENSG00000249993.1,2,7,12,2,8,10,0,0,0,0,0,0
ENSG00000249994.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249995.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249996.1,2,1,0,1,0,0,1,0,7,12,12,0
ENSG00000249997.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249998.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250001.1,2,0,0,0,0,0,0,0,2,0,3,0
ENSG00000250006.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250007.8,14,19.15,21,22,49,36,43,40,18,31,36,35
ENSG00000250011.1,0,6.299,9.257,0,2.557,6.397,13.144,0,8.189,14.802,16.784,23.194
ENSG00000250012.2,28,25,40,23,35,20,9,8,11,8,12,6
ENSG00000250013.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250015.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250016.2,4.121,2,4.002,1,0,2,0,2,0,1.008,0,0
ENSG00000250017.1,0,0,1,0,0,0,0,0,0,1,0,2
ENSG00000250020.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250021.7,956.719,1007.868,1311.68,855.936,1685.274,981.668,262.451,458.184,303.631,298.537,651.964,463.306
ENSG00000250024.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250025.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250026.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250027.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250030.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250031.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250032.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250033.5,38,68.997,28,39,25,17,23,27,27,12,32.988,60
ENSG00000250034.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250036.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250037.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250038.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250039.4,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250040.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000250041.3,15,25.01,34.993,16.971,14.446,33.994,10,10,9,20.081,12,16.995
ENSG00000250042.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250043.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250045.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250046.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250048.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250049.7,2,1,4,2,3,0,5,0,0,0,0,7
ENSG00000250050.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000250053.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250056.8,6,1,0,2,1,1,0,0,0,0,0,0
ENSG00000250057.1,3,0,0,0,0,0,0,0,1,0,0,0
ENSG00000250060.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250062.5,0,7,0,0,0,2,1,0,0,0,0,0
ENSG00000250064.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250066.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250067.12,38,30,38.337,36.747,49.754,62.517,35.444,27.318,34,15.828,26.928,62.063
ENSG00000250068.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250069.1,62.667,76.402,198.311,144.939,158.859,220.106,22.256,9.126,14,33.343,13.123,14.933
ENSG00000250071.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000250072.8,12,12,35,22,39,36,19,5,11,10,11.014,5
ENSG00000250073.4,0,19.001,3,2,7,1,11,20.001,27,18,19,8
ENSG00000250074.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250075.7,1,4,2,1,11,5.29,1,1,0,0,0,9.002
ENSG00000250076.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250078.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250079.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250080.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250081.1,1,0,3,0,4,0,0,2,2,0,5,0
ENSG00000250082.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250084.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250088.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250090.1,0,3.89,1,2.605,0,0,2.264,2.527,0,0,4.71,0
ENSG00000250091.3,5,13,19,4,12,5,11,1,1,1,13,2
ENSG00000250092.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250095.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250098.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000250099.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250100.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250101.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250102.6,2,0,1,1.097,4.822,1,14.415,3.16,2,0,6.049,2.325
ENSG00000250103.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250105.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250106.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250107.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000250111.3,13.517,0,0,0,0,73.153,134.117,133.035,182.915,35.652,30.444,87.728
ENSG00000250114.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250115.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250116.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250118.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250120.8,9.929,5.96,3.997,7.003,4,3.024,5.578,11.479,4.994,11,4.008,5.035
ENSG00000250122.1,1.973,0,2.004,0,0,0,0,0,0,0,1,0
ENSG00000250124.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250125.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250126.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250127.1,16.303,22.457,24.001,24.14,30.632,9.029,7.838,16.399,3.762,7.451,3.933,9
ENSG00000250129.5,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000250130.1,1,6,1,3,4,7,4,0,6,2,3,3
ENSG00000250131.2,188,279,245,185,280,208,286.001,371,383,376.999,599.998,395.096
ENSG00000250132.6,77.598,47.696,79.664,52.549,86.136,62,32.628,29,27.479,20.886,34,23
ENSG00000250133.2,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000250135.1,9.045,5.346,12.128,6.456,0,1.76,0,11.701,11.506,14.845,12.475,2.854
ENSG00000250137.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250138.4,1,1.108,1,48.245,0,6,5.636,20.417,5,7.011,14.997,15
ENSG00000250140.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250141.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250144.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250145.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250147.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250148.1,0,0,0,3,0,0,1,0,0,1,0,0
ENSG00000250149.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250150.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250151.9,206.886,183.683,228.355,177.615,175.602,151.57,243.793,169.126,154.315,121.766,236.7,157.486
ENSG00000250155.3,0,0,1,0,1,1,0,0,7,3,4,1
ENSG00000250156.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250158.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250159.7,175.72,249.108,337.711,389.364,297.498,402.955,244.153,174.114,135.455,127.12,204.665,244.204
ENSG00000250161.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250162.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250164.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250166.4,2,0,0,0,3,0,0,0,1,0,0,1
ENSG00000250167.2,0,0,0,5,0,3,0,0,0,0,0.882,0
ENSG00000250169.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250170.1,6,2.002,9,7,12,9,4,1,1,1,12,5
ENSG00000250173.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250174.5,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000250180.1,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000250182.3,156.577,497.683,237.509,302.891,394.987,471.957,110.565,202.483,225.269,287.844,356.493,223.827
ENSG00000250183.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250185.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250186.3,0,2,5,0,0,0,0,0,0,0,1.001,1
ENSG00000250189.2,3,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250190.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250191.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250192.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250193.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250194.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250195.1,0,0,0,0,0,1,0,0,2,1,3,2
ENSG00000250197.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000250198.5,0,0,1,3,0,0,1,3,0,3,0,1
ENSG00000250200.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250202.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250204.3,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250205.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250207.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250208.7,76,58.999,72,31,65,20,15,0,8,28,1,5
ENSG00000250213.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250214.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250215.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250218.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000250219.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250220.1,3,7,1,1,4,6,0,0,1,5,7,5
ENSG00000250221.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000250222.4,8,7,16,6,1,10,0,1,6,4,3,0
ENSG00000250223.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250227.1,4.319,2.484,3.772,4.402,5.481,1.427,1.382,1.196,1.532,0,3.473,1.408
ENSG00000250229.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250230.3,4,3,2,2,2,4,2,1,2,0,1,0
ENSG00000250231.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250234.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250237.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250238.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250240.6,5.017,13.996,10.984,10.882,11.714,16.999,120.75,128.38,142.928,77.387,147.98,164.328
ENSG00000250241.7,1,2,1,1.881,7.035,1,1,1.9,0,1,2,0
ENSG00000250242.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250243.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250244.5,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250247.1,7,5,4,11,12,2,0,0,1,0,1,1
ENSG00000250249.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250250.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250251.7,366.361,246.6,436.263,319.955,287.418,239.803,159.204,145.335,161.141,153.139,290.927,175.767
ENSG00000250252.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250253.3,0,0,0,0,0,2,0,0,0,0,0,1
ENSG00000250254.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250256.1,9.001,22,23,6,23,4,0,0,1,1,0,0
ENSG00000250257.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250258.1,0,1,1,0,0,0,0,0,0,0,3,0
ENSG00000250259.1,0,0,0,0,0,0,0,0,5,0,0,1
ENSG00000250260.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000250261.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250263.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250264.1,45.313,17.726,23.312,60.139,29.731,24.972,366.787,217.877,241.888,167.771,480.863,405.204
ENSG00000250266.3,163.04,187,170,256,175,181,40,38.001,57,24,44,45
ENSG00000250267.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250268.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250271.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250272.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250273.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250274.2,0,0,0,0,0,0,1,0,0,0,3,0
ENSG00000250277.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250280.2,9,3,0,0,0,1,1,0,0,0,0,0
ENSG00000250282.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250284.3,9,4,11,7,16,8,9.007,17.001,4,14.264,11,10
ENSG00000250286.2,0,0,0,1,0,0,2,3,0,0,0,1
ENSG00000250289.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250290.1,0,1,0,0,0,0,0,1,1,0,1,0
ENSG00000250292.1,1,3,2,0,3,0,0,0,0,0,0,1
ENSG00000250293.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000250295.6,0,0,0,0,0,0,1,3,1,0,1,0
ENSG00000250298.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250299.7,12.581,11.422,6.437,9.587,14.457,11.124,3.547,6.8,8.06,6.43,9.3,5.145
ENSG00000250300.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250302.3,130.329,112,146.77,106.796,89.2,106.712,74.759,60.174,69.503,48.978,102.989,105.58
ENSG00000250303.6,1,2,1,7,2,7,11,5,5,8,7,11
ENSG00000250304.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250305.9,161.934,31.016,59.02,21.001,39.357,80.002,89.04,46.008,118.999,139,53,84.935
ENSG00000250306.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000250307.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250308.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250309.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250310.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250312.8,844.894,300.157,472.456,482.679,542.326,566.293,206.248,237.001,109.461,214.484,163.455,238.399
ENSG00000250313.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250315.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250316.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250317.9,406,436,403,316,360,331,227,238.999,224,174,320,289
ENSG00000250318.1,1,1,1,0,1,2,2,3,0,3,5,10
ENSG00000250319.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250320.7,6.123,2,5.073,8.894,9.043,3.133,9.212,6.078,9.548,1,4.01,7.094
ENSG00000250321.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250322.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250324.2,2,1,3,5,0,0,0,0,0,0,0,1
ENSG00000250325.1,26,18,15,24,7,16,3,3,4,2,6,2
ENSG00000250326.2,27,18,29,27,30,19,7,3,2,2,5,8
ENSG00000250327.1,5.937,14,11,8.111,10.628,1,0,0,0,0,1.483,1
ENSG00000250328.7,1,3,0,0,1,0,1,0,2,0,1,0
ENSG00000250329.1,5,3,2,2,1,5,3,2,2,4,2.871,7
ENSG00000250330.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250331.2,1,7.521,0,0,0,0,0,1,0,0,0,1
ENSG00000250332.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250333.2,55.634,104.065,119.918,126.326,104.164,122.896,87.904,94.466,57.098,46.556,51.058,65.067
ENSG00000250334.8,4,0,3,8,8,0,1,0,0,1,1,0
ENSG00000250337.10,136.713,158.113,213.374,182.994,221.154,273.699,229.871,131.745,144.063,89.371,96.249,151.071
ENSG00000250338.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250339.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250340.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000250341.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000250342.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250343.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250344.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250345.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250346.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250347.1,0,0,1,2,0,6,2,8,2,5,11,2
ENSG00000250348.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250349.3,18.394,7.959,7.121,9.377,6.464,26.539,10.178,26.709,33.068,21.401,24.151,28.069
ENSG00000250350.1,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000250351.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250354.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250356.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250357.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000250358.7,0,0,3,5,0,0,0,2,0,0,0,0
ENSG00000250359.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250360.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250361.10,1,0,0,0,1,0,0,4,0,0,0,0
ENSG00000250362.1,2,2,1,0,1,0,0,0,1,2,0,1
ENSG00000250363.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250365.7,3.002,5,14,5.017,10,6,9,3,3,4,3,7
ENSG00000250366.4,10,0,0,0,2,1,3,0,0,0,0,0
ENSG00000250371.1,0,0,0,1,0,0,0,4,0,0,0,2
ENSG00000250372.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250374.5,26,32,30,36,26,34,22,41,25,19.001,49,54
ENSG00000250375.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250376.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250377.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250378.4,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250379.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000250381.1,0,11,10,10.985,10,8.987,0,2,0,1,3,1
ENSG00000250383.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250384.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250385.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250386.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250387.3,2,4,6,2,4,0,16,3,1,0,3,7
ENSG00000250389.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250390.2,13.987,10.491,16.974,4.236,6.995,12,6.985,9.091,3.871,5.263,5,9.424
ENSG00000250391.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250392.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000250393.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250397.2,10.001,11.099,38.994,22.899,19,17.241,19.252,16.999,21,8.525,15.001,17.025
ENSG00000250398.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250402.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250403.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250405.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250406.2,6,8,3,1,7,5,0,3,0,0,0,2
ENSG00000250407.1,0,1,0,0,0,0,1,0,0,7,0,0
ENSG00000250409.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250410.1,0,2,2,2,0,1,0,0,2,2.006,3,3
ENSG00000250412.1,7.475,3.278,6.171,7.298,7.898,13.447,3.208,2.98,2.057,10.355,12.584,4.917
ENSG00000250413.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250415.1,0,0,0,0,1,0,0,0,0,0,1,1
ENSG00000250416.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250417.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250418.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250420.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250421.5,2,0,0,0,1,2,0,0,0,0,0,1
ENSG00000250422.1,0,0,0,0,1,0,0,3,0,0,0,0
ENSG00000250423.3,67,219,56,50,150,127,16,0,6,20.379,22,1.001
ENSG00000250424.4,2.456,0,0,0,2.205,0,0,0,0,0,5.687,1.589
ENSG00000250425.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000250426.2,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000250427.1,0,1,0,0,0,0,0,0,2,0,0,0
ENSG00000250428.1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000250430.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250431.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000250432.5,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000250433.1,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000250436.1,0,3,0,0,0,3,0,0,0,0,0,0
ENSG00000250437.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250438.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250441.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250442.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250444.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250446.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250447.6,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000250448.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250451.5,0,0,0,0,2,2,0,0,0,1,1,0
ENSG00000250453.2,23,21,8,3,3,32,3,0,9,1,0,8
ENSG00000250455.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250456.1,6,4,23,14,32,12,5,4,3,0,7,2
